username,account_info,profile
Miguelr72908921,"{'id': '1464012886666317829', 'name': 'Miche 🧡🧡', 'created_at': '2021-11-25T23:28:21.000Z', 'description': 'Que puedo decirte ? Mas que colombiano soy barranquillero, enamorado de mi tierra y del mar. Hincha del Júnior. Amigo de mis amigos.', 'username': 'Miguelr72908921', 'public_metrics': {'followers_count': 265, 'following_count': 489, 'tweet_count': 23086, 'listed_count': 0, 'like_count': 36338, 'media_count': 460}, 'location': 'Norte de Santander, Colombia'}","<h1>Perfil de Usuario</h1>

<p><strong>Nombre:</strong> Miche <span> </span></p>
<p><strong>Nombre de Usuario:</strong> @Miguelr72908921</p>
<p><strong>Ubicación:</strong> Norte de Santander, Colombia</p>
<p><strong>Descripción:</strong> Que puedo decirte ? Mas que colombiano soy barranquillero, enamorado de mi tierra y del mar. Hincha del Júnior. Amigo de mis amigos.</p>
<p><strong>Fecha de Creación:</strong> 25 de noviembre de 2021</p>

<h2>Métricas Públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 265</li>
  <li><strong>Siguiendo:</strong> 489</li>
  <li><strong>Tweets:</strong> 23,086</li>
  <li><strong>Me gusta:</strong> 36,338</li>
  <li><strong>Medios:</strong> 460</li>
  <li><strong>Listas:</strong> 0</li>
</ul>

<h2>Segmentación para Campaña Política</h2>
<p>Este usuario es un ciudadano colombiano, oriundo de Barranquilla y residente en Norte de Santander. Su perfil sugiere que está interesado en su comunidad local y en el fútbol (hincha del Júnior). Con 265 seguidores, su alcance en redes sociales es moderado.</p>
<p>Su actividad en la plataforma (23,086 tweets) y su engagement (36,338 me gusta) indican que es un usuario activo que podría ser influenciado por contenido político relevante y atractivo.</p>

<h2>Alcance en Redes Sociales</h2>
<p>Con 265 seguidores, este usuario tiene un alcance moderado en X (anteriormente Twitter). Su capacidad para difundir información a su audiencia podría ser valiosa para una campaña política que busque conectar con la comunidad colombiana, especialmente en Norte de Santander y Barranquilla.</p>"
JuanManLop,"{'id': '930990942848454657', 'name': 'Juan Manuel Lopez Angel', 'created_at': '2017-11-16T02:48:32.000Z', 'description': '', 'username': 'JuanManLop', 'public_metrics': {'followers_count': 6396, 'following_count': 7385, 'tweet_count': 77280, 'listed_count': 0, 'like_count': 108766, 'media_count': 138}, 'location': 'Bogotá, D.C., Colombia'}","<h1>Perfil de Usuario: Juan Manuel Lopez Angel</h1>

<p><strong>Nombre:</strong> Juan Manuel Lopez Angel</p>
<p><strong>Nombre de Usuario:</strong> @JuanManLop</p>
<p><strong>Ubicación:</strong> Bogotá, D.C., Colombia</p>
<p><strong>Fecha de Creación:</strong> 16 de noviembre de 2017</p>

<h2>Métricas Públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 6.396</li>
  <li><strong>Siguiendo:</strong> 7.385</li>
  <li><strong>Tweets:</strong> 77.280</li>
  <li><strong>Me gusta:</strong> 108.766</li>
  <li><strong>Conteo de lista:</strong> 0</li>
  <li><strong>Conteo de medios:</strong> 138</li>
</ul>

<h2>Análisis para Campaña Política</h2>
<p>Con 6.396 seguidores y 77.280 tweets, este usuario tiene un alcance significativo en la plataforma X (anteriormente Twitter). Su capacidad para generar contenido y su interacción con otros usuarios (7.385 siguiendo) sugieren que podría ser un influenciador o un actor político con cierto nivel de compromiso en línea.</p>
<p>Su ubicación en Bogotá, D.C., Colombia, lo posiciona en un lugar estratégico para influir en audiencias locales o nacionales.</p>
<p>La ausencia de descripción en su perfil podría indicar que prefiere mantener un perfil bajo o que su enfoque está en el contenido que comparte en lugar de en presentarse a través de su perfil.</p>

<h2>Potencial para Campaña Política</h2>
<p>Este usuario podría ser un candidato potencial o un aliado valioso para una campaña política debido a su presencia en línea y su alcance. Su capacidad para conectar con una audiencia amplia y su experiencia en la creación de contenido podrían ser activos significativos.</p>"
AlzumaPe,"{'id': '1927296840237461504', 'name': 'Alonso', 'created_at': '2025-05-27T09:36:31.000Z', 'description': 'Caminante de la vida', 'username': 'AlzumaPe', 'public_metrics': {'followers_count': 51, 'following_count': 342, 'tweet_count': 4803, 'listed_count': 0, 'like_count': 23544, 'media_count': 15}}","<h1>Información del usuario Alonso en X (anteriormente Twitter)</h1>

<p><strong>Nombre:</strong> Alonso</p>
<p><strong>Nombre de usuario:</strong> @AlzumaPe</p>
<p><strong>Descripción:</strong> Caminante de la vida</p>
<p><strong>Fecha de creación:</strong> 27 de mayo de 2025</p>

<h2>Métricas públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 51</li>
  <li><strong>Siguiendo:</strong> 342</li>
  <li><strong>Tweets publicados:</strong> 4803</li>
  <li><strong>Me gusta:</strong> 23,544</li>
  <li><strong>Medios subidos:</strong> 15</li>
  <li><strong>Listas en las que está:</strong> 0</li>
</ul>

<p>Este usuario tiene un alcance moderado en la plataforma, con 51 seguidores y una actividad significativa, reflejada en 4803 tweets publicados y 23,544 me gusta. Su influencia podría ser relevante en campañas políticas que busquen conectar con audiencias específicas, aunque su tamaño de audiencia es limitado.</p>"
LuisNuez1686166,"{'id': '1773562704914997248', 'name': 'Luis Nuñez', 'created_at': '2024-03-29T04:08:41.000Z', 'description': '', 'username': 'LuisNuez1686166', 'public_metrics': {'followers_count': 36, 'following_count': 3, 'tweet_count': 8694, 'listed_count': 0, 'like_count': 2927, 'media_count': 249}}","<h1>Perfil de Usuario: Luis Nuñez</h1>

<p><strong>Información Básica:</strong></p>
<ul>
  <li><strong>ID:</strong> 1773562704914997248</li>
  <li><strong>Nombre:</strong> Luis Nuñez</li>
  <li><strong>Nombre de Usuario:</strong> @LuisNuez1686166</li>
  <li><strong>Fecha de Creación:</strong> 29 de marzo de 2024</li>
</ul>

<p><strong>Métricas Públicas:</strong></p>
<ul>
  <li><strong>Seguidores:</strong> 36</li>
  <li><strong>Siguiendo:</strong> 3</li>
  <li><strong>Tweets Publicados:</strong> 8694</li>
  <li><strong>Me gusta:</strong> 2927</li>
  <li><strong>Medios Publicados:</strong> 249</li>
  <li><strong>Listas:</strong> 0</li>
</ul>

<p><strong>Descripción:</strong> No disponible</p>

<h2>Análisis para Campaña Política:</h2>

<p>Con 36 seguidores y una actividad considerable de 8694 tweets, este usuario tiene un alcance limitado pero constante en la plataforma X (anteriormente Twitter). Su capacidad para generar contenido (8694 tweets) y la interacción que recibe (2927 me gusta) sugiere que podría ser un usuario activo y comprometido con ciertos temas.</p>

<p>Sin embargo, su influencia en redes sociales es relativamente baja debido al pequeño número de seguidores (36) y al hecho de que no ha sido incluido en ninguna lista en la plataforma. Esto podría limitar su impacto en una campaña política a menos que se busque específicamente movilizar a un grupo muy específico y reducido de personas.</p>

<p>Para una campaña política, podría ser útil:</p>
<ul>
  <li>Interactuar con este usuario si su contenido se alinea con los mensajes o valores de la campaña.</li>
  <li>Considerar su contenido y actividad para entender mejor los intereses y temas que movilizan a su audiencia, aunque sea pequeña.</li>
</ul>

<p><strong>Conclusión:</strong> Si bien el alcance de Luis Nuñez en redes sociales es limitado, su actividad en la plataforma y su compromiso con la publicación de contenido podrían ser aprovechados o analizados en el contexto de una campaña política más amplia.</p>"
GLORIARODR1773,"{'id': '1924092230530162688', 'name': 'GLORIA RODRIGUEZ', 'created_at': '2025-05-18T13:19:16.000Z', 'description': '', 'username': 'GLORIARODR1773', 'public_metrics': {'followers_count': 7, 'following_count': 67, 'tweet_count': 352, 'listed_count': 0, 'like_count': 19, 'media_count': 1}}","<h1>Información del Usuario: GLORIA RODRIGUEZ</h1>

<p><strong>Nombre:</strong> GLORIA RODRIGUEZ</p>
<p><strong>Nombre de usuario:</strong> @GLORIARODR1773</p>
<p><strong>Fecha de creación de la cuenta:</strong> 18 de mayo de 2025</p>

<h2>Métricas Públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 7</li>
  <li><strong>Siguiendo:</strong> 67</li>
  <li><strong>Tweets publicados:</strong> 352</li>
  <li><strong>Me gusta:</strong> 19</li>
  <li><strong>Conteo en listas:</strong> 0</li>
  <li><strong>Conteo de medios:</strong> 1</li>
</ul>

<p><strong>Descripción:</strong> No disponible</p>

<h2>Análisis para Campaña Política</h2>
<p>Con 7 seguidores y 67 cuentas siguiendo, el alcance de esta persona en X (anteriormente Twitter) es limitado. Sin embargo, su actividad (352 tweets) sugiere un usuario moderadamente activo. La cantidad de me gusta (19) y el contenido compartido (1 medio) pueden indicar cierto nivel de interacción con su audiencia.</p>

<p>Para segmentar a este usuario en una campaña política, se podría considerar:</p>
<ul>
  <li>Intereses políticos: No especificados directamente, pero su actividad en la plataforma podría indicar algún nivel de interés.</li>
  <li>Influencia: Limitada debido al bajo número de seguidores.</li>
  <li>Engagement: Moderado, considerando sus tweets y me gusta.</li>
</ul>

<p><strong>Consideraciones para la campaña:</strong></p>
<ul>
  <li>Interactuar con usuarios similares para expandir su alcance.</li>
  <li>Crear contenido atractivo que pueda aumentar su engagement y atraer más seguidores.</li>
</ul>"
LaMechucrespa,"{'id': '435394221', 'name': 'ConcienciaPura', 'created_at': '2011-12-13T00:53:27.000Z', 'description': 'Diferencia', 'username': 'LaMechucrespa', 'public_metrics': {'followers_count': 163, 'following_count': 760, 'tweet_count': 120591, 'listed_count': 0, 'like_count': 143651, 'media_count': 896}, 'location': 'Bogotá, D.C., Colombia'}","<h1>Perfil de Usuario: ConcienciaPura</h1>

<p><strong>Información Básica:</strong></p>
<ul>
  <li><strong>ID:</strong> 435394221</li>
  <li><strong>Nombre:</strong> ConcienciaPura</li>
  <li><strong>Nombre de Usuario:</strong> LaMechucrespa</li>
  <li><strong>Ubicación:</strong> Bogotá, D.C., Colombia</li>
  <li><strong>Fecha de Creación:</strong> 13 de diciembre de 2011</li>
  <li><strong>Descripción:</strong> Diferencia</li>
</ul>

<p><strong>Métricas Públicas:</strong></p>
<ul>
  <li><strong>Seguidores:</strong> 163</li>
  <li><strong>Siguiendo:</strong> 760</li>
  <li><strong>Tweets:</strong> 120,591</li>
  <li><strong>Listas:</strong> 0</li>
  <li><strong>Me gusta:</strong> 143,651</li>
  <li><strong>Medios:</strong> 896</li>
</ul>

<p><strong>Análisis para Campaña Política:</strong></p>
<p>Este usuario tiene un alcance moderado en la plataforma X (anteriormente Twitter), con 163 seguidores y una actividad considerable, dado que ha publicado más de 120,000 tweets. Su capacidad para generar contenido y su interacción (143,651 me gusta) sugieren que podría ser influyente dentro de su nicho o comunidad. Sin embargo, su número de seguidores es relativamente bajo en comparación con su actividad, lo que podría indicar que su influencia se ejerce en un círculo más reducido o específico.</p>

<p><strong>Segmentación:</strong></p>
<p>El usuario parece estar interesado o relacionado con temas que podrían ser de <strong>interés político</strong> o <strong>social</strong>, considerando su descripción y actividad. La ubicación en Bogotá, D.C., Colombia, podría vincularlo a audiencias o temas de interés nacional o local.</p>

<p><strong>Alcance en Redes Sociales:</strong></p>
<p>Con 163 seguidores, el alcance directo de este usuario es limitado. Sin embargo, su actividad y engagement (me gusta, tweets) sugieren potencial para movilizar o influir en opinión dentro de su red, especialmente si se considera el contenido que comparte y su interacción con otros usuarios.</p>"
Ciroloco4,"{'id': '1026933778147622917', 'name': 'Ciroloco', 'created_at': '2018-08-07T20:51:07.000Z', 'description': '', 'username': 'Ciroloco4', 'public_metrics': {'followers_count': 29, 'following_count': 30, 'tweet_count': 5413, 'listed_count': 0, 'like_count': 2446, 'media_count': 1606}}","<h1>Perfil de Usuario: Ciroloco</h1>

<p><strong>Nombre:</strong> Ciroloco</p>
<p><strong>Nombre de Usuario:</strong> @Ciroloco4</p>
<p><strong>Fecha de Creación:</strong> 7 de agosto de 2018</p>
<p><strong>Descripción:</strong> No disponible</p>

<h2>Métricas Públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 29</li>
  <li><strong>Siguiendo:</strong> 30</li>
  <li><strong>Tweets:</strong> 5413</li>
  <li><strong>Listas:</strong> 0</li>
  <li><strong>Me gusta:</strong> 2446</li>
  <li><strong>Medios:</strong> 1606</li>
</ul>

<h2>Análisis para Campaña Política</h2>
<p>Con 29 seguidores y 30 cuentas siguiendo, el alcance de este usuario es limitado. Sin embargo, su actividad en la plataforma, con 5413 tweets, sugiere una presencia activa y comprometida.</p>
<p>La cantidad de medios compartidos (1606) y me gusta (2446) indica que el usuario interactúa con contenido relevante, lo que podría ser un punto a favor para campañas políticas que buscan resonancia en ciertos nichos o comunidades.</p>

<h2>Alcance en Redes Sociales</h2>
<p>El alcance en redes sociales de este usuario es reducido debido al número limitado de seguidores (29). Sin embargo, su actividad constante podría ser aprovechada para:</p>
<ul>
  <li>Interactuar con su nicho o comunidad existente.</li>
  <li>Amplificar mensajes a través de su red, aunque sea pequeña.</li>
  <li>Potencialmente, incrementar su influencia a través de contenido atractivo y estratégico.</li>
</ul>

<p>Considerando que la plataforma anteriormente conocida como Twitter ahora se denomina X, es importante adaptar estrategias para maximizar el impacto en este entorno.</p>"
Jhiefred213764,"{'id': '1723757416003649536', 'name': 'Jhiefred', 'created_at': '2023-11-12T17:39:45.000Z', 'description': '', 'username': 'Jhiefred213764', 'public_metrics': {'followers_count': 4, 'following_count': 171, 'tweet_count': 651, 'listed_count': 0, 'like_count': 633, 'media_count': 1}}","<h1>Perfil de Usuario: Jhiefred</h1>

<p><strong>Nombre:</strong> Jhiefred</p>
<p><strong>Nombre de Usuario:</strong> @Jhiefred213764</p>
<p><strong>Fecha de Creación:</strong> 12 de noviembre de 2023</p>
<p><strong>Descripción:</strong> No disponible</p>

<h2>Métricas Públicas</h2>

<ul>
  <li><strong>Seguidores:</strong> 4</li>
  <li><strong>Siguiendo:</strong> 171</li>
  <li><strong>Tweets:</strong> 651</li>
  <li><strong>Listas:</strong> 0</li>
  <li><strong>Me gusta:</strong> 633</li>
  <li><strong>Conteúdo Multimídia:</strong> 1</li>
</ul>

<h2>Análisis para Campaña Política</h2>

<p>Con 4 seguidores y 171 cuentas siguiendo, el alcance directo de Jhiefred es limitado. Sin embargo, su actividad en la plataforma, con 651 tweets y 633 me gusta, sugiere un usuario activo y comprometido. La ausencia de contenido en su descripción y su baja cantidad de seguidores pueden indicar que no es una figura pública o influyente, pero su actividad podría ser estratégica en campañas que buscan interacción a nivel de base.</p>

<p>Para campañas políticas, este usuario podría representar un microinfluenciador o un activista a nivel local o en nichos específicos. Su engagement (633 me gusta) comparado con su número de seguidores (4) sugiere que podría tener un impacto considerable en su círculo cercano o en temas específicos.</p>

<p>Sería beneficioso para la campaña política analizar más a fondo el contenido de sus tweets y su red de seguidores para comprender mejor su audiencia y cómo podrían integrarlo o interactuar con él de manera efectiva.</p>"
andreeeesssssxx,"{'id': '71255315', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/71255315/1723083705', 'name': 'andrexxx', 'created_at': '2009-09-03T13:41:10.000Z', 'description': 'El arte de vivir se asemeja más a la lucha que a la danza.', 'username': 'andreeeesssssxx', 'public_metrics': {'followers_count': 796, 'following_count': 4946, 'tweet_count': 17053, 'listed_count': 2, 'like_count': 4116, 'media_count': 1053}, 'location': 'bogota'}","<h1>Perfil de Usuario en X (Twitter)</h1>

<p><strong>Nombre:</strong> andrexxx</p>
<p><strong>Nombre de Usuario:</strong> @andreeeesssssxx</p>
<p><strong>Ubicación:</strong> Bogotá</p>
<p><strong>Descripción:</strong> ""El arte de vivir se asemeja más a la lucha que a la danza.""</p>

<h2>Métricas Públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 796</li>
  <li><strong>Siguiendo:</strong> 4946</li>
  <li><strong>Tweets:</strong> 17053</li>
  <li><strong>Listas:</strong> 2</li>
  <li><strong>Me gusta:</strong> 4116</li>
  <li><strong>Medios:</strong> 1053</li>
</ul>

<h2>Información Adicional</h2>
<p><strong>Fecha de Creación de la Cuenta:</strong> 3 de septiembre de 2009</p>
<p><strong>URL del Banner del Perfil:</strong> <a href=""https://pbs.twimg.com/profile_banners/71255315/1723083705"">https://pbs.twimg.com/profile_banners/71255315/1723083705</a></p>

<p>Este usuario tiene un alcance moderado en X, con 796 seguidores y una actividad significativa de 17053 tweets. Su ubicación en Bogotá podría ser relevante para campañas políticas locales o nacionales en Colombia.</p>"
WilmerV79852,"{'id': '1706683517646540800', 'name': 'JavCu', 'created_at': '2023-09-26T14:54:08.000Z', 'description': '', 'username': 'WilmerV79852', 'public_metrics': {'followers_count': 7, 'following_count': 12, 'tweet_count': 239, 'listed_count': 0, 'like_count': 910, 'media_count': 3}}","<h1>Perfil de usuario: JavCu</h1>

<p><strong>Información básica:</strong></p>
<ul>
  <li>Nombre: JavCu</li>
  <li>Nombre de usuario: WilmerV79852</li>
  <li>Fecha de creación de la cuenta: 26 de septiembre de 2023</li>
</ul>

<p><strong>Métricas públicas:</strong></p>
<ul>
  <li>Seguidores: 7</li>
  <li>Siguiendo: 12</li>
  <li>Tweets publicados: 239</li>
  <li>Listas en las que está incluido: 0</li>
  <li>Me gusta dados: 910</li>
  <li>Conteo de medios subidos: 3</li>
</ul>

<p><strong>Segmentación para campaña política:</strong></p>
<p>Con una cantidad de seguidores relativamente baja (7) y un número moderado de tweets publicados (239), JavCu tiene un alcance limitado en la plataforma X (anteriormente Twitter). Sin embargo, su capacidad para generar contenido (239 tweets) y obtener likes (910) sugiere cierta influencia o al menos interés en participar en conversaciones en línea.</p>
<p>Su descripción de cuenta está vacía, lo que podría indicar que no ha proporcionado mucha información personal o que prefiere mantener un perfil bajo.</p>

<p><strong>Alcance en redes sociales:</strong></p>
<p>Con solo 7 seguidores, el alcance de JavCu en la plataforma es muy limitado. Sin embargo, su actividad (239 tweets) y engagement (910 likes dados) sugieren que, aunque su audiencia es pequeña, es activa y comprometida.</p>
<p>Para efectos de una campaña política, JavCu podría ser considerado un microinfluenciador en ciertos nichos o comunidades en línea, aunque su impacto general sería limitado debido al pequeño tamaño de su audiencia.</p>"
Variopinta2,"{'id': '1108374567620395008', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1108374567620395008/1663550030', 'name': 'Variopinta', 'created_at': '2019-03-20T14:27:44.000Z', 'description': ""No guardo silencio ante las injusticias. Siempre de izquierda nunca pa'l centro ni a la derecha."", 'username': 'Variopinta2', 'public_metrics': {'followers_count': 727, 'following_count': 938, 'tweet_count': 20437, 'listed_count': 0, 'like_count': 6667, 'media_count': 3081}}","<h1>Perfil de Usuario en X (anteriormente Twitter)</h1>

<p><strong>Nombre:</strong> Variopinta</p>
<p><strong>Nombre de Usuario:</strong> @Variopinta2</p>
<p><strong>Descripción:</strong> No guardo silencio ante las injusticias. Siempre de izquierda nunca pa'l centro ni a la derecha.</p>

<h2>Métricas Públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 727</li>
  <li><strong>Siguiendo:</strong> 938</li>
  <li><strong>Tweets:</strong> 20,437</li>
  <li><strong>Me gusta:</strong> 6,667</li>
  <li><strong>Publicaciones con medios:</strong> 3,081</li>
  <li><strong>Listas:</strong> 0</li>
</ul>

<h2>Información Adicional</h2>
<p><strong>ID:</strong> 1108374567620395008</p>
<p><strong>Fecha de Creación:</strong> 20 de marzo de 2019</p>
<p><strong>URL del Banner de Perfil:</strong> <a href=""https://pbs.twimg.com/profile_banners/1108374567620395008/1663550030"">https://pbs.twimg.com/profile_banners/1108374567620395008/1663550030</a></p>

<p>Este perfil muestra a una persona activa en X, con una cantidad significativa de tweets y publicaciones con medios. Su descripción indica una inclinación política hacia la izquierda y una tendencia a denunciar injusticias. Con 727 seguidores, su alcance es moderado, pero su actividad constante podría ayudar a incrementar su influencia en la plataforma.</p>

<p>Para efectos de una campaña política, este usuario podría ser considerado como un <strong>defensor</strong> o <strong>activista</strong> en redes sociales, dada su descripción y actividad. Su audiencia, aunque no es masiva, está comprometida con su contenido, lo que podría ser valioso para movilizar apoyo en torno a causas específicas.</p>"
LFAOCTUPUS,"{'id': '1456408914858319876', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1456408914858319876/1750303970', 'name': 'LFA', 'created_at': '2021-11-04T23:52:13.000Z', 'description': 'Ex abogado - Entrepreneur - Holder', 'username': 'LFAOCTUPUS', 'public_metrics': {'followers_count': 215, 'following_count': 708, 'tweet_count': 21576, 'listed_count': 8, 'like_count': 25042, 'media_count': 1392}, 'location': 'Miami, FL'}","<h1>Perfil de Usuario: LFA</h1>

<p><strong>Nombre:</strong> LFA</p>
<p><strong>Nombre de Usuario:</strong> @LFAOCTUPUS</p>
<p><strong>Ubicación:</strong> Miami, FL</p>
<p><strong>Descripción:</strong> Ex abogado - Entrepreneur - Holder</p>

<h2>Métricas Públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 215</li>
  <li><strong>Siguiendo:</strong> 708</li>
  <li><strong>Tweets:</strong> 21,576</li>
  <li><strong>Listas:</strong> 8</li>
  <li><strong>Me gusta:</strong> 25,042</li>
  <li><strong>Medios:</strong> 1,392</li>
</ul>

<h2>Información Adicional</h2>
<p><strong>Fecha de Creación:</strong> 04 de noviembre de 2021</p>
<p><strong>URL de Banner de Perfil:</strong> <a href=""https://pbs.twimg.com/profile_banners/1456408914858319876/1750303970"">https://pbs.twimg.com/profile_banners/1456408914858319876/1750303970</a></p>

<h2>Análisis para Campaña Política</h2>
<p>Con 215 seguidores y una actividad notable en X (anteriormente Twitter) con 21,576 tweets, este usuario tiene un alcance moderado. Su descripción como ex abogado y empresario podría indicar un interés en temas políticos y económicos. La ubicación en Miami, FL, sugiere que su audiencia podría estar interesada en temas locales y nacionales de Estados Unidos.</p>

<p>La cantidad de interacciones (25,042 me gusta) y contenido multimedia (1,392 medios) sugiere que el usuario tiene cierto nivel de influencia y podría ser un buen objetivo para campañas políticas que buscan llegar a un público interesado en temas legales y empresariales.</p>"
Paralaturba,"{'id': '441733174', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/441733174/1387241985', 'name': 'Oveja Negra', 'created_at': '2011-12-20T11:04:31.000Z', 'description': 'Verde frescor, verde ilusión, verde de su equipo, verde conciencia social, verde pasión... AE', 'username': 'Paralaturba', 'public_metrics': {'followers_count': 141, 'following_count': 863, 'tweet_count': 5457, 'listed_count': 0, 'like_count': 7332, 'media_count': 162}, 'location': 'Colombia'}","<h1>Segmentación de usuario para campaña política</h1>

<p> A continuación, se presenta la información extraída de la cuenta de usuario en formato JSON, convertida a lenguaje natural para efectos de segmentación y análisis de alcance en redes sociales.</p>

<h2>Información general del usuario</h2>

<ul>
  <li><strong>Nombre de usuario:</strong> Oveja Negra</li>
  <li><strong>Nombre de usuario en la plataforma:</strong> Paralaturba</li>
  <li><strong>Ubicación:</strong> Colombia</li>
  <li><strong>Descripción:</strong> Verde frescor, verde ilusión, verde de su equipo, verde conciencia social, verde pasión... AE</li>
</ul>

<h2>Métricas públicas</h2>

<ul>
  <li><strong>Seguidores:</strong> 141</li>
  <li><strong>Siguiendo:</strong> 863 cuentas</li>
  <li><strong>Tweets publicados:</strong> 5457</li>
  <li><strong>Me gusta:</strong> 7332</li>
  <li><strong>Conteo de medios:</strong> 162</li>
  <li><strong>Listas en las que está incluido:</strong> 0</li>
</ul>

<h2>Análisis para campaña política</h2>

<p>Este usuario, aunque tiene un número moderado de seguidores (141), muestra un alcance significativo a través de sus acciones en la plataforma, con 5457 tweets publicados y 7332 me gusta. Su descripción sugiere una inclinación hacia temas sociales y políticos, mencionando específicamente ""conciencia social"" y ""su equipo"", lo que podría indicar interés o participación en actividades políticas o sociales.</p>

<p>La ubicación del usuario en Colombia es relevante para campañas políticas que buscan influir en la opinión pública o en comportamientos de voto en este país.</p>

<p>Considerando su actividad en la plataforma y su ubicación, este usuario podría ser un objetivo interesante para campañas políticas que buscan movilizar a personas con intereses en conciencia social y política en Colombia.</p>"
sebasindu,"{'id': '592033391', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/592033391/1405564520', 'name': 'Sebastian Castillo', 'created_at': '2012-05-27T18:28:46.000Z', 'description': 'ex guerrillero - finanzas y comercio exterior', 'username': 'sebasindu', 'public_metrics': {'followers_count': 103, 'following_count': 623, 'tweet_count': 1550, 'listed_count': 0, 'like_count': 31547, 'media_count': 32}}","<h1>Perfil de Usuario: Sebastian Castillo</h1>

<p><strong>Nombre:</strong> Sebastian Castillo</p>
<p><strong>Nombre de Usuario:</strong> @sebasindu</p>
<p><strong>Descripción:</strong> ex guerrillero - finanzas y comercio exterior</p>

<h2>Métricas Públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 103</li>
  <li><strong>Siguiendo:</strong> 623</li>
  <li><strong>Tweets:</strong> 1550</li>
  <li><strong>Listas:</strong> 0</li>
  <li><strong>Me gusta:</strong> 31,547</li>
  <li><strong>Medios:</strong> 32</li>
</ul>

<h2>Información Adicional</h2>
<p><strong>ID:</strong> 592033391</p>
<p><strong>URL de Banner de Perfil:</strong> <a href=""https://pbs.twimg.com/profile_banners/592033391/1405564520"">https://pbs.twimg.com/profile_banners/592033391/1405564520</a></p>
<p><strong>Fecha de Creación:</strong> 27 de mayo de 2012</p>

<h2>Segmentación para Campaña Política</h2>
<p>Con 103 seguidores y una actividad de 1550 tweets, el alcance de esta persona es limitado pero específico. Su descripción como ""ex guerrillero"" con interés en ""finanzas y comercio exterior"" sugiere que podría tener opiniones fuertes sobre política y economía. La cantidad de personas a las que sigue (623) indica que está activo en la búsqueda de información y conexión con otros.</p>
<p>Su influencia en redes sociales, aunque no es masiva, puede ser significativa en nichos específicos relacionados con sus intereses. La cantidad de ""me gusta"" que ha recibido (31,547) sugiere que su contenido resuena con algunos usuarios.</p>

<h2>Alcance en Redes Sociales</h2>
<p>Actualmente, la presencia de Sebastian Castillo se centra en X (anteriormente Twitter). Su actividad y engagement sugieren que podría ser un buen candidato para campañas políticas que se centren en temas económicos o de política exterior, especialmente aquellas que buscan movilizar a personas con opiniones fuertes o activistas en estos temas.</p>"
Raultheralphy,"{'id': '1404891655782735873', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1404891655782735873/1743977520', 'name': 'Samurai Bolivar', 'created_at': '2021-06-15T20:01:21.000Z', 'description': 'De libre pensamiento💭 anticorrupción 🧐\nelectromecánico industrial y de equipos pesados👨\u200d🔧 ingeniero industrial🏭 aprendiz de arte  gráfico  ✍️', 'username': 'Raultheralphy', 'public_metrics': {'followers_count': 464, 'following_count': 7501, 'tweet_count': 16513, 'listed_count': 0, 'like_count': 230576, 'media_count': 5923}}","<h1>Perfil de Usuario: Samurai Bolivar</h1>

<p><strong>Nombre:</strong> Samurai Bolivar</p>
<p><strong>Nombre de Usuario:</strong> @Raultheralphy</p>
<p><strong>Descripción:</strong> De libre pensamiento anticorrupción , electromecánico industrial y de equipos pesados, ingeniero industrial y aprendiz de arte gráfico.</p>

<h2>Métricas Públicas</h2>
<ul>
  <li><strong>Seguidores:</strong> 464</li>
  <li><strong>Siguiendo:</strong> 7501</li>
  <li><strong>Tweets:</strong> 16,513</li>
  <li><strong>Me gusta:</strong> 230,576</li>
  <li><strong>Medios:</strong> 5923</li>
  <li><strong>Listas:</strong> 0</li>
</ul>

<h2>Información Adicional</h2>
<p><strong>Fecha de Creación:</strong> 15 de junio de 2021</p>
<p><strong>URL de Banner de Perfil:</strong> <a href=""https://pbs.twimg.com/profile_banners/1404891655782735873/1743977520"">https://pbs.twimg.com/profile_banners/1404891655782735873/1743977520</a></p>

<p>Este usuario, Samurai Bolivar, tiene un alcance moderado en la plataforma X (anteriormente Twitter), con 464 seguidores y un total de 16,513 tweets. Su descripción sugiere que es una persona con intereses técnicos e industriales, además de una inclinación por el arte gráfico. Con 230,576 me gusta, muestra cierto grado de influencia en la plataforma.</p>

<p>Considerando su número de seguidores y su actividad, podría ser un objetivo interesante para campañas políticas que buscan llegar a audiencias con intereses específicos en tecnología, industria y arte.</p>"
