entities,author_id,id,created_at,public_metrics,text,edit_history_tweet_ids,username,name
"{'mentions': [{'start': 0, 'end': 16, 'username': 'CamiloPrietoVal', 'id': '352373166'}, {'start': 17, 'end': 28, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 29, 'end': 42, 'username': 'CarlosFGalan', 'id': '64791701'}, {'start': 43, 'end': 59, 'username': 'SectorMovilidad', 'id': '119431745'}]}",1198021527452696576,1969070252148285601,2025-09-19 16:05:06+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 59}",@CamiloPrietoVal @JDOviedoAr @CarlosFGalan @SectorMovilidad Y me preguntó para que existe la prueba tecnomecanica otro negocio sucio para nada,['1969070252148285601'],andresm202127,andres mauricio g
"{'urls': [{'start': 198, 'end': 221, 'url': 'https://t.co/HTX0rGeTaL', 'expanded_url': 'https://twitter.com/ProCentrismo/status/1968735152860971448', 'display_url': 'x.com/ProCentrismo/s…'}], 'mentions': [{'start': 32, 'end': 45, 'username': 'ProCentrismo', 'id': '1361466989307387905'}, {'start': 67, 'end': 80, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 81, 'end': 92, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 93, 'end': 103, 'username': 'lunadavid', 'id': '44740326'}, {'start': 104, 'end': 120, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 121, 'end': 134, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 135, 'end': 151, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 152, 'end': 168, 'username': 'PalomaValenciaL', 'id': '149281495'}, {'start': 169, 'end': 183, 'username': 'anibalgaviria', 'id': '37758638'}, {'start': 184, 'end': 197, 'username': 'PaolaHolguin', 'id': '185763733'}]}",65716880,1969064110886154393,2025-09-19 15:40:42+00:00,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 8, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 559}","No se puede perder este Foro de @ProCentrismo

Estás confirmados:

@MauricioCard
@JDOviedoAr
@lunadavid
@EnriquePenalosa
@VickyDavilaH
@juanmanuelgalan
@PalomaValenciaL
@anibalgaviria
@PaolaHolguin https://t.co/HTX0rGeTaL",['1969064110886154393'],edwinhmaldonado,Edwin Maldonado
"{'urls': [{'start': 206, 'end': 229, 'url': 'https://t.co/2tsglxzXop', 'expanded_url': 'https://twitter.com/JDOviedoAr/status/1968301093948936556', 'display_url': 'x.com/JDOviedoAr/sta…'}], 'mentions': [{'start': 194, 'end': 205, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 150, 'end': 157, 'probability': 0.9827, 'type': 'Place', 'normalized_text': 'Colombia'}]}",391116148,1969043716049375677,2025-09-19 14:19:39+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 36}","Es el tiempo de la gente, de escuchar a la gente. De ponerse de su lado. De salir del confort y unirse a la manada. La campaña es por la esperanza de Colombia. Acertado enfoque social del profe @JDOviedoAr https://t.co/2tsglxzXop",['1969043716049375677'],agenda_eco,Orlando Cano Vallejo
"{'mentions': [{'start': 0, 'end': 13, 'username': 'sostibabuyes', 'id': '1333500811402424320'}, {'start': 14, 'end': 27, 'username': 'Danielbricen', 'id': '204448549'}, {'start': 33, 'end': 44, 'username': 'JDOviedoAr', 'id': '219434063'}]}",85586927,1969031285063504124,2025-09-19 13:30:15+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 14}","@sostibabuyes @Danielbricen Otro @JDOviedoAr que se ganó el sueldo fácil siendo concejal, solo con el ojo puesto en el gobierno nacional y haciendo campaña.",['1969031285063504124'],Unausuaria_mas1,yo
"{'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/gumNIy9ou0', 'expanded_url': 'https://twitter.com/petrogustavo/status/1968780768118722995', 'display_url': 'x.com/petrogustavo/s…'}], 'mentions': [{'start': 65, 'end': 76, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 156, 'end': 169, 'username': 'petrogustavo', 'id': '49849732'}], 'annotations': [{'start': 58, 'end': 63, 'probability': 0.5728, 'type': 'Person', 'normalized_text': 'Gomelo'}, {'start': 135, 'end': 138, 'probability': 0.9228, 'type': 'Person', 'normalized_text': 'Dane'}, {'start': 240, 'end': 245, 'probability': 0.943, 'type': 'Person', 'normalized_text': 'Gomelo'}]}",1925422657,1969007685195448441,2025-09-19 11:56:29+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 11}","Me hubiera gustado que  el  candidato a la presidencia el Gomelo @JDOviedoAr se hubiera quedado si quiera un año en la dependencia del Dane como le ofreció @petrogustavo ese cargo para ver si hubiera contra restado estas cifras.
Como vamos Gomelo son reales las cifras o falsas. https://t.co/gumNIy9ou0",['1969007685195448441'],eflm2010,ZONA RURAL ASOAGROPCAMGUAJIRA🙏 💧
"{'urls': [{'start': 177, 'end': 200, 'url': 'https://t.co/w33sSpr2dd', 'expanded_url': 'https://x.com/CxRamirezMiguel/status/1969004624494391439/video/1', 'display_url': 'pic.x.com/w33sSpr2dd', 'media_key': '13_1969004510925225984'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'DanielPalam', 'id': '120805318'}, {'start': 47, 'end': 60, 'username': 'ClaudiaLopez', 'id': '137908875'}, {'start': 154, 'end': 164, 'username': 'IvanDuque', 'id': '77653794'}, {'start': 165, 'end': 176, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1399484619574198272,1969004624494391439,2025-09-19 11:44:19+00:00,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 31}","@DanielPalam Exministro le saca tarjeta roja a @ClaudiaLopez, que vergüenza esa señora, disque candidata presidencial, sus inconsistencias son patéticas, @IvanDuque @JDOviedoAr https://t.co/w33sSpr2dd",['1969004624494391439'],CxRamirezMiguel,Miguel Ramirez Gomez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 21, 'end': 26, 'probability': 0.4257, 'type': 'Place', 'normalized_text': 'Oviedo'}]}",1479211736448258055,1969003680453054483,2025-09-19 11:40:34+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}","@JDOviedoAr Profesor Oviedo, con usted se aprende que la fuerza del argumento es mejor que el argumento de la fuerza. Las críticas vienen de bodegas serviles, sin moral y sin ideas a las que les ordenan lo que deben escribir. Su proselitismo es fino, no como el burdo de las focas petristas.",['1969003680453054483'],Zigurat1234,Zigurat
"{'mentions': [{'start': 0, 'end': 13, 'username': 'estoescambio', 'id': '1473293388787113984'}, {'start': 77, 'end': 88, 'username': 'JDOviedoAr', 'id': '219434063'}]}",431736644,1968971736671518894,2025-09-19 09:33:38+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}","@estoescambio En lo personal, el único de centro para mi y buen candidato es @JDOviedoAr",['1968971736671518894'],rayzo25,Eduardo Bello ❄️
"{'mentions': [{'start': 0, 'end': 15, 'username': 'ElFulanito2025', 'id': '1918636317346291712'}, {'start': 16, 'end': 27, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 157, 'end': 170, 'username': 'petrogustavo', 'id': '49849732'}], 'annotations': [{'start': 194, 'end': 202, 'probability': 0.4552, 'type': 'Person', 'normalized_text': 'Benedetti'}, {'start': 228, 'end': 233, 'probability': 0.471, 'type': 'Other', 'normalized_text': 'Picota'}, {'start': 276, 'end': 283, 'probability': 0.7692, 'type': 'Other', 'normalized_text': 'DailyCop'}, {'start': 295, 'end': 305, 'probability': 0.8826, 'type': 'Person', 'normalized_text': 'Juan Daniel'}]}",1393318099345084417,1968912808902291662,2025-09-19 05:39:28+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}","@ElFulanito2025 @JDOviedoAr Reposición de votos. Si no logra el umbral, pues le toca responder como persona natural. Está dando ejemplo, es fácil ganar como @petrogustavo con 15.000 millones de Benedetti, cupos Paz Total, Pacto Picota, Cartel de los Soles, hasta criptoestafa DailyCop. Bien por Juan Daniel!",['1968912808902291662'],juanman07916129,jm_COL
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1511521756040806407,1968846113231798733,2025-09-19 01:14:27+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 16}",@JDOviedoAr 🤣😂🤣😂🤣😂,['1968846113231798733'],Trabajen_vagos,Fredy Mejía Pulido
"{'urls': [{'start': 277, 'end': 300, 'url': 'https://t.co/jGRFyEffnz', 'expanded_url': 'https://twitter.com/ojocolombia2026/status/1968705775238361566', 'display_url': 'x.com/ojocolombia202…'}], 'mentions': [{'start': 115, 'end': 131, 'username': 'FCFSeleccionCol', 'id': '1117317140'}, {'start': 132, 'end': 147, 'username': 'ArrieroHerrera', 'id': '156418428'}, {'start': 148, 'end': 164, 'username': 'jamesdrodriguez', 'id': '280701704'}, {'start': 165, 'end': 181, 'username': 'juanferquinte10', 'id': '360074959'}, {'start': 182, 'end': 196, 'username': 'FicoGutierrez', 'id': '43395943'}, {'start': 197, 'end': 207, 'username': 'alejoeder', 'id': '224499373'}, {'start': 208, 'end': 221, 'username': 'CarlosFGalan', 'id': '64791701'}, {'start': 222, 'end': 235, 'username': 'JuanGZuluaga', 'id': '202812622'}, {'start': 236, 'end': 249, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 250, 'end': 261, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 262, 'end': 276, 'username': 'orozco_angela', 'id': '333958419'}], 'annotations': [{'start': 28, 'end': 34, 'probability': 0.4848, 'type': 'Other', 'normalized_text': 'mundial'}, {'start': 39, 'end': 47, 'probability': 0.6067, 'type': 'Other', 'normalized_text': 'foot ball'}]}",1049989213,1968830586795016522,2025-09-19 00:12:45+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 88}","Vean pues, nos quedamos sin mundial de foot ball. Esa amenaza no la resiste ni el mismo putas! Ridículo ese señor! @FCFSeleccionCol @ArrieroHerrera @jamesdrodriguez @juanferquinte10 @FicoGutierrez @alejoeder @CarlosFGalan @JuanGZuluaga @MauricioCard @JDOviedoAr @orozco_angela https://t.co/jGRFyEffnz",['1968830586795016522'],forotw,Francisco Galvis
"{'hashtags': [{'start': 226, 'end': 235, 'tag': 'univalle'}], 'urls': [{'start': 236, 'end': 259, 'url': 'https://t.co/SVIAyPuW0D', 'expanded_url': 'https://x.com/kruje_007/status/1968809422907437141/photo/1', 'display_url': 'pic.x.com/SVIAyPuW0D', 'media_key': '3_1968809419027726336'}], 'mentions': [{'start': 52, 'end': 67, 'username': 'IvanCepedaCast', 'id': '98781946'}, {'start': 68, 'end': 83, 'username': 'PizarroMariaJo', 'id': '1362851972'}, {'start': 84, 'end': 100, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 101, 'end': 116, 'username': 'GustavoBolivar', 'id': '50981729'}, {'start': 117, 'end': 133, 'username': 'PalomaValenciaL', 'id': '149281495'}, {'start': 134, 'end': 148, 'username': 'MariaFdaCabal', 'id': '350862112'}, {'start': 150, 'end': 161, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 162, 'end': 177, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 179, 'end': 194, 'username': 'carolinacorcho', 'id': '346151846'}, {'start': 196, 'end': 209, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 211, 'end': 224, 'username': 'CamiloRomero', 'id': '49681553'}], 'annotations': [{'start': 227, 'end': 234, 'probability': 0.3641, 'type': 'Place', 'normalized_text': 'univalle'}]}",1664716126184517637,1968809422907437141,2025-09-18 22:48:39+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 293}","Univalle hoy! 
Que opina: autonomía vs vandalismo. 
@IvanCepedaCast @PizarroMariaJo @juanmanuelgalan @GustavoBolivar @PalomaValenciaL @MariaFdaCabal 
@JDOviedoAr @sergio_fajardo 
@carolinacorcho 
@VickyDavilaH 
@CamiloRomero 
#univalle https://t.co/SVIAyPuW0D",['1968809422907437141'],kruje_007,Kruje
"{'urls': [{'start': 283, 'end': 306, 'url': 'https://t.co/BVcUij7QpH', 'expanded_url': 'https://twitter.com/soyjerome__/status/1968758510851682503', 'display_url': 'x.com/soyjerome__/st…'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'SoyJerome__', 'id': '1615185427471671297'}, {'start': 162, 'end': 177, 'username': 'AlvaroUribeVel', 'id': '61097151'}, {'start': 178, 'end': 194, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}, {'start': 195, 'end': 208, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 209, 'end': 223, 'username': 'German_Vargas', 'id': '20456814'}, {'start': 224, 'end': 236, 'username': 'PinzonBueno', 'id': '3401638840'}, {'start': 237, 'end': 251, 'username': 'MariaFdaCabal', 'id': '350862112'}, {'start': 252, 'end': 265, 'username': 'MiguelUribeT', 'id': '163341528'}, {'start': 266, 'end': 282, 'username': 'PalomaValenciaL', 'id': '149281495'}], 'annotations': [{'start': 141, 'end': 145, 'probability': 0.922, 'type': 'Person', 'normalized_text': 'Petro'}]}",137224842,1968798282529788139,2025-09-18 22:04:23+00:00,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 45}","@SoyJerome__ Escuchen dejen de ser cabeciduros y si van a dividir es por que se van por el primer y segundo puesto para no tener otro eterno Petro en el senado 

@AlvaroUribeVel @ABDELAESPRIELLA @VickyDavilaH @German_Vargas @PinzonBueno @MariaFdaCabal @MiguelUribeT @PalomaValenciaL https://t.co/BVcUij7QpH",['1968798282529788139'],davidjvivasb,DAVID  VIVAS
"{'urls': [{'start': 275, 'end': 298, 'url': 'https://t.co/j55ofls4EU', 'expanded_url': 'https://x.com/isper51/status/1968765454828146893/photo/1', 'display_url': 'pic.x.com/j55ofls4EU', 'media_key': '3_1968765452596711424'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'Danielbricen', 'id': '204448549'}, {'start': 14, 'end': 29, 'username': 'AdrianaVeterin', 'id': '1635456343757803520'}, {'start': 30, 'end': 43, 'username': 'MonicaSaadeX', 'id': '970714814761914369'}, {'start': 44, 'end': 60, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 61, 'end': 74, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 75, 'end': 91, 'username': 'MauricioLizcano', 'id': '71629877'}, {'start': 92, 'end': 102, 'username': 'lunadavid', 'id': '44740326'}, {'start': 103, 'end': 117, 'username': 'German_Vargas', 'id': '20456814'}, {'start': 118, 'end': 131, 'username': 'ClaudiaLopez', 'id': '137908875'}, {'start': 132, 'end': 147, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 148, 'end': 162, 'username': 'DanielSamperO', 'id': '134855279'}, {'start': 163, 'end': 178, 'username': 'NestorMoralesC', 'id': '3300493816'}, {'start': 179, 'end': 195, 'username': 'JotaPeHernandez', 'id': '1470464993149833218'}, {'start': 196, 'end': 210, 'username': 'MariaFdaCabal', 'id': '350862112'}, {'start': 211, 'end': 224, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 225, 'end': 236, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 237, 'end': 250, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 251, 'end': 266, 'username': 'AlvaroUribeVel', 'id': '61097151'}, {'start': 267, 'end': 274, 'username': 'ghitis', 'id': '25490757'}]}",556494616,1968765454828146893,2025-09-18 19:53:56+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",@Danielbricen @AdrianaVeterin @MonicaSaadeX @EnriquePenalosa @VickyDavilaH @MauricioLizcano @lunadavid @German_Vargas @ClaudiaLopez @sergio_fajardo @DanielSamperO @NestorMoralesC @JotaPeHernandez @MariaFdaCabal @PaolaHolguin @JDOviedoAr @VickyDavilaH @AlvaroUribeVel @ghitis https://t.co/j55ofls4EU,['1968765454828146893'],isper51,ISPERCA
"{'mentions': [{'start': 0, 'end': 15, 'username': 'jsanchezcristo', 'id': '337783129'}, {'start': 25, 'end': 38, 'username': 'ClaudiaLopez', 'id': '137908875'}, {'start': 64, 'end': 75, 'username': 'JDOviedoAr', 'id': '219434063'}]}",67762912,1968738545599742385,2025-09-18 18:07:01+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 14}",@jsanchezcristo Saquen a @ClaudiaLopez 🦎 de esa lista y metan a @JDOviedoAr,['1968738545599742385'],okar21,OMAR - DER.
"{'hashtags': [{'start': 29, 'end': 34, 'tag': 'Foro'}], 'urls': [{'start': 235, 'end': 258, 'url': 'https://t.co/eA3PdSySPY', 'expanded_url': 'https://x.com/matecastano/status/1968738284927893627/photo/1', 'display_url': 'pic.x.com/eA3PdSySPY', 'media_key': '3_1968738279936737280'}], 'mentions': [{'start': 70, 'end': 83, 'username': 'ProCentrismo', 'id': '1361466989307387905'}, {'start': 90, 'end': 103, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 104, 'end': 115, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 116, 'end': 126, 'username': 'lunadavid', 'id': '44740326'}, {'start': 127, 'end': 143, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 144, 'end': 157, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 158, 'end': 174, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 175, 'end': 191, 'username': 'PalomaValenciaL', 'id': '149281495'}, {'start': 192, 'end': 206, 'username': 'anibalgaviria', 'id': '37758638'}, {'start': 207, 'end': 220, 'username': 'PaolaHolguin', 'id': '185763733'}]}",129568643,1968738284927893627,2025-09-18 18:05:59+00:00,"{'retweet_count': 14, 'reply_count': 0, 'like_count': 22, 'quote_count': 0, 'bookmark_count': 2, 'impression_count': 1577}","Imperdible este domingo este #Foro de precandidatos presidenciales de @procentrismo con:

@MauricioCard
@JDOviedoAr
@lunadavid
@EnriquePenalosa
@VickyDavilaH
@juanmanuelgalan
@PalomaValenciaL
@anibalgaviria
@PaolaHolguin

¡Conéctense! https://t.co/eA3PdSySPY",['1968738284927893627'],matecastano,Mateo Castaño Sierra
"{'urls': [{'start': 274, 'end': 297, 'url': 'https://t.co/NVmhFZw3KV', 'expanded_url': 'https://x.com/ProCentrismo/status/1968735152860971448/photo/1', 'display_url': 'pic.x.com/NVmhFZw3KV', 'media_key': '3_1968735146401501184'}], 'mentions': [{'start': 152, 'end': 165, 'username': 'ProCentrismo', 'id': '1361466989307387905'}, {'start': 167, 'end': 183, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 202, 'end': 212, 'username': 'lunadavid', 'id': '44740326'}, {'start': 213, 'end': 229, 'username': 'PalomaValenciaL', 'id': '149281495'}, {'start': 243, 'end': 256, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 257, 'end': 273, 'username': 'juanmanuelgalan', 'id': '31162623'}]}",1361466989307387905,1968735152860971448,2025-09-18 17:53:32+00:00,"{'retweet_count': 18, 'reply_count': 2, 'like_count': 27, 'quote_count': 3, 'bookmark_count': 0, 'impression_count': 4753}","📢 Los invitamos al Foro de Precandidatos Presidenciales 🇨🇴 sobre Finanzas Públicas.
🗓️ Domingo 21 de septiembre | 🕕 6:00 p.m.
📲 Transmisión en vivo por @ProCentrismo

@EnriquePenalosa @MauricioCardenas @lunadavid @PalomaValenciaL @PaolaOchoaJ @VickyDavilaH @juanmanuelgalan https://t.co/NVmhFZw3KV",['1968735152860971448'],ProCentrismo,ProCentrismo
"{'mentions': [{'start': 0, 'end': 16, 'username': 'Margaritarosadf', 'id': '41396492'}, {'start': 62, 'end': 78, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 79, 'end': 92, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 93, 'end': 109, 'username': 'PalomaValenciaL', 'id': '149281495'}, {'start': 110, 'end': 120, 'username': 'lunadavid', 'id': '44740326'}, {'start': 121, 'end': 132, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 133, 'end': 147, 'username': 'MariaFdaCabal', 'id': '350862112'}, {'start': 148, 'end': 163, 'username': 'sergio_fajardo', 'id': '25185308'}], 'annotations': [{'start': 38, 'end': 45, 'probability': 0.9841, 'type': 'Place', 'normalized_text': 'Colombia'}, {'start': 49, 'end': 51, 'probability': 0.5519, 'type': 'Other', 'normalized_text': 'EPS'}]}",949763928,1968721777225265170,2025-09-18 17:00:23+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 22}",@Margaritarosadf Claro si no vives en Colombia y EPS pues ... @EnriquePenalosa @MauricioCard @PalomaValenciaL @lunadavid @JDOviedoAr @MariaFdaCabal @sergio_fajardo,['1968721777225265170'],MariaTe97796091,Maria Teresa
"{'mentions': [{'start': 0, 'end': 10, 'username': 'algunstvn', 'id': '1692457134'}, {'start': 11, 'end': 24, 'username': 'JD_Quinteror', 'id': '365594005'}, {'start': 25, 'end': 36, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 37, 'end': 50, 'username': 'TransMilenio', 'id': '62442788'}]}",1415301599019347968,1968715141572149491,2025-09-18 16:34:01+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 43}",@algunstvn @JD_Quinteror @JDOviedoAr @TransMilenio Yo tenía el mismo problema y tuve que reinstalar la aplicación para que se arreglara.,['1968715141572149491'],FrankyFlint_,프랭크! 🏴‍☠️
"{'urls': [{'start': 194, 'end': 217, 'url': 'https://t.co/jxCory5TQp', 'expanded_url': 'https://bit.ly/3VghjPz', 'display_url': 'bit.ly/3VghjPz', 'status': 200, 'unwound_url': 'https://open.spotify.com/episode/1lO18Y9Ui6ERAYO0QVXGVc?si=9e6a2b52f25148d8'}, {'start': 218, 'end': 241, 'url': 'https://t.co/Ji18w3HiAj', 'expanded_url': 'https://x.com/CaliVisible/status/1968710331733065967/photo/1', 'display_url': 'pic.x.com/Ji18w3HiAj', 'media_key': '3_1968709531191443456'}], 'mentions': [{'start': 78, 'end': 89, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 31, 'end': 42, 'probability': 0.7569, 'type': 'Other', 'normalized_text': 'Cali Visible'}]}",181588371,1968710331733065967,2025-09-18 16:14:54+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 21}","🎙️ ¡Nuevo episodio del podcast Cali Visible!  

En este episodio hablamos con @JDOviedoAr sobre su trayectoria previa a su precandidatura presidencial. 

¡No te lo pierdas!  

🎧 Escúchalo aquí: https://t.co/jxCory5TQp https://t.co/Ji18w3HiAj",['1968710331733065967'],CaliVisible,Observatorio Cali Visible
"{'hashtags': [{'start': 183, 'end': 195, 'tag': 'MejorJuntos'}], 'urls': [{'start': 199, 'end': 222, 'url': 'https://t.co/ufAZXALPRc', 'expanded_url': 'https://twitter.com/ajidemani/status/1968450270444081433', 'display_url': 'x.com/ajidemani/stat…'}], 'mentions': [{'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}]}",85586927,1968697885790249274,2025-09-18 15:25:27+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 244}","Ahorros @JDOviedoAr que recibió el sueldo de concejal estando inhabilitado pero este, qué! Todas las campañas en las que se ha quemado. Lo peor es que Dios los hace y ellos se juntan #MejorJuntos 🤡🤣 https://t.co/ufAZXALPRc",['1968697885790249274'],Unausuaria_mas1,yo
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1387219210485616640,1968691955900039372,2025-09-18 15:01:53+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 22}","@JDOviedoAr Meta la mano al bolsillo y 
devuelva la plata OME",['1968691955900039372'],CarlosH99166231,Carlos serrato
"{'mentions': [{'start': 0, 'end': 15, 'username': 'jsanchezcristo', 'id': '337783129'}, {'start': 22, 'end': 35, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 38, 'end': 49, 'username': 'JDOviedoAr', 'id': '219434063'}]}",308237159,1968674552679899390,2025-09-18 13:52:44+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 166}",@jsanchezcristo Faltó @MauricioCard y @JDOviedoAr dos jugadores claves y técnicos que ayudan a tener calma en mercados y visión de país,['1968674552679899390'],andres_mauric,Andrés Arango Maldonado
"{'urls': [{'start': 80, 'end': 103, 'url': 'https://t.co/0bxEVyi3r9', 'expanded_url': 'https://x.com/me_la_pe_lan/status/1968672538201858279/photo/1', 'display_url': 'pic.x.com/0bxEVyi3r9', 'media_key': '3_1968672534418661376'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 27, 'end': 40, 'username': 'PaulaMorenoV', 'id': '129097323'}, {'start': 41, 'end': 56, 'username': 'Antonio_Perry_', 'id': '785889068'}, {'start': 57, 'end': 72, 'username': 'CarlosEForeroP', 'id': '1841971065301696515'}]}",1410422216274190337,1968672538201858279,2025-09-18 13:44:43+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",@JDOviedoAr @ConTodaPorCol @PaulaMorenoV @Antonio_Perry_ @CarlosEForeroP 🌈🤣🤣🤣🤣🤣 https://t.co/0bxEVyi3r9,['1968672538201858279'],me_la_pe_lan,me la pelan
"{'mentions': [{'start': 0, 'end': 11, 'username': 'DianaSaray', 'id': '48373749'}, {'start': 210, 'end': 223, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 224, 'end': 239, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 240, 'end': 251, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 252, 'end': 262, 'username': 'lunadavid', 'id': '44740326'}, {'start': 263, 'end': 278, 'username': 'DELAESPRIELLAE', 'id': '548906668'}, {'start': 279, 'end': 287, 'username': 'jrestrp', 'id': '327553766'}], 'annotations': [{'start': 12, 'end': 16, 'probability': 0.9614, 'type': 'Person', 'normalized_text': 'Petro'}]}",544763600,1968670976666677441,2025-09-18 13:38:31+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 44}","@DianaSaray Petro violando la ley.

No importa cuándo lean esto.

Esperamos que los candidatos que no son afines al pacto de delincuentes demanden este adefesio. Porque la ley es clara: ESO NO SE PUEDE HACER!

@VickyDavilaH @sergio_fajardo @JDOviedoAr @lunadavid @DELAESPRIELLAE @jrestrp",['1968670976666677441'],Sumercequeopina,Zio Gatto
